d1,d2,score,count,n1,n2
DCC0009,DCC0108,0.7689539277228864,10,Rituximab,Altretamine
DCC0009,DCC0429,0.7511699646513871,10,Rituximab,Afatinib
DCC0009,DCC0275,0.7613581938961309,10,Rituximab,Procainamide
DCC0009,DCC1535,0.7601933690349528,10,Rituximab,Mitoxantrone
DCC0009,DCC1681,0.7609721301511573,10,Rituximab,Pertuzumab
DCC0123,DCC0046,0.7570727391170893,28,Cyclophosphamide,Mitomycin
DCC0123,DCC0108,0.7503288435325565,28,Cyclophosphamide,Altretamine
DCC0123,DCC0420,0.765680522800525,11,Cyclophosphamide,Tirapazamine
DCC0123,DCC0275,0.7596249423868745,11,Cyclophosphamide,Procainamide
DCC0123,DCC1639,0.7535333686078285,17,Cyclophosphamide,Ixabepilone
DCC0126,DCC0153,0.8112300215204167,23,Vincristine,Clofarabine
DCC0126,DCC0361,0.7672117363155857,20,Vincristine,Vorinostat
DCC0126,DCC0369,0.7719592215063288,23,Vincristine,Trabectedin
DCC0126,DCC0336,0.7607903783325822,23,Vincristine,Sunitinib
DCC0126,DCC0046,0.7975883755734727,23,Vincristine,Mitomycin
DCC0126,DCC0096,0.7674959136099475,25,Vincristine,Epirubicin
DCC0126,DCC0215,0.7545291912758023,21,Vincristine,Temozolomide
DCC0126,DCC0162,0.7544447544699782,14,Vincristine,Leucovorin
DCC0126,DCC0108,0.7884683801492716,23,Vincristine,Altretamine
DCC0126,DCC0288,0.816458468241199,22,Vincristine,Fludarabine
DCC0126,DCC0420,0.7570415019807977,10,Vincristine,Tirapazamine
DCC0126,DCC0275,0.7510434565034879,10,Vincristine,Procainamide
DCC0126,DCC0067,0.7581679732126192,14,Vincristine,Vinorelbine
DCC0126,DCC1443,0.7503151112595196,21,Vincristine,Azacitidine
DCC0126,DCC1357,0.7572970132024485,23,Vincristine,Daunorubicin
DCC0126,DCC1639,0.7700849149080009,15,Vincristine,Ixabepilone
DCC0126,DCC1234,0.7864484394460238,16,Vincristine,Bleomycin
DCC0126,DCC1522,0.7873295383272871,23,Vincristine,Procarbazine
DCC0126,DCC1535,0.7925095548327825,23,Vincristine,Mitoxantrone
DCC0126,DCC1235,0.7568909902126223,13,Vincristine,Chlorambucil
DCC0126,DCC1710,0.7534299828591593,14,Vincristine,Plerixafor
DCC0126,DCC1471,0.806096605135462,22,Vincristine,Busulfan
DCC0126,DCC1681,0.7502800859286876,10,Vincristine,Pertuzumab
DCC0126,DCC1688,0.7599602687769073,14,Vincristine,Axitinib
DCC0126,DCC1321,0.7604691670918301,14,Vincristine,Vinblastine
DCC0330,DCC0108,0.7599682478049151,23,Dasatinib,Altretamine
DCC0330,DCC0288,0.7705105793630961,23,Dasatinib,Fludarabine
DCC0330,DCC1639,0.7660575812952114,15,Dasatinib,Ixabepilone
DCC0330,DCC1471,0.7616905149231838,23,Dasatinib,Busulfan
DCC0330,DCC1688,0.7644623120863709,14,Dasatinib,Axitinib
DCC0148,DCC0153,0.7668676545152683,23,Imatinib,Clofarabine
DCC0148,DCC0336,0.7737144359385502,20,Imatinib,Sunitinib
DCC0148,DCC0046,0.7656203474075973,22,Imatinib,Mitomycin
DCC0148,DCC0162,0.7675358321066705,14,Imatinib,Leucovorin
DCC0148,DCC0108,0.7700886519653012,21,Imatinib,Altretamine
DCC0148,DCC0288,0.7666973676719505,22,Imatinib,Fludarabine
DCC0148,DCC0420,0.7523088699104479,10,Imatinib,Tirapazamine
DCC0148,DCC0067,0.7629321188983241,14,Imatinib,Vinorelbine
DCC0148,DCC1628,0.7606610445824804,13,Imatinib,Fotemustine
DCC0148,DCC1639,0.7881055623288292,15,Imatinib,Ixabepilone
DCC0148,DCC1234,0.7533926052372819,15,Imatinib,Bleomycin
DCC0148,DCC1535,0.7569171982691851,22,Imatinib,Mitoxantrone
DCC0148,DCC1710,0.7579782386951721,14,Imatinib,Plerixafor
DCC0148,DCC1471,0.7581995890780359,22,Imatinib,Busulfan
DCC0148,DCC1688,0.7889168242068488,14,Imatinib,Axitinib
DCC0148,DCC1321,0.7632881025321244,14,Imatinib,Vinblastine
DCC0079,DCC0191,0.7527504599164567,27,Sorafenib,Etoposide
DCC0079,DCC0153,0.7891138221406615,23,Sorafenib,Clofarabine
DCC0079,DCC0361,0.7567442967993915,21,Sorafenib,Vorinostat
DCC0079,DCC0046,0.7788231059954707,23,Sorafenib,Mitomycin
DCC0079,DCC0215,0.7603409873557221,21,Sorafenib,Temozolomide
DCC0079,DCC0108,0.7738633435317805,23,Sorafenib,Altretamine
DCC0079,DCC0288,0.7891726158235367,22,Sorafenib,Fludarabine
DCC0079,DCC0420,0.7587584263895353,10,Sorafenib,Tirapazamine
DCC0079,DCC0275,0.7529200332194484,10,Sorafenib,Procainamide
DCC0079,DCC0067,0.7625908850459492,14,Sorafenib,Vinorelbine
DCC0079,DCC0311,0.7617968784508135,25,Sorafenib,Ifosfamide
DCC0079,DCC1628,0.7554381295417711,13,Sorafenib,Fotemustine
DCC0079,DCC1639,0.7845844843634773,15,Sorafenib,Ixabepilone
DCC0079,DCC1234,0.7717227979445626,16,Sorafenib,Bleomycin
DCC0079,DCC1522,0.762835685890266,23,Sorafenib,Procarbazine
DCC0079,DCC1535,0.7679012936747888,23,Sorafenib,Mitoxantrone
DCC0079,DCC1710,0.7515639697996213,14,Sorafenib,Plerixafor
DCC0079,DCC1471,0.7712631166120743,23,Sorafenib,Busulfan
DCC0079,DCC1245,0.7532766358927901,24,Sorafenib,Floxuridine
DCC0079,DCC1688,0.7677279791647282,15,Sorafenib,Axitinib
DCC0079,DCC1321,0.7580543308304832,14,Sorafenib,Vinblastine
DCC0355,DCC0189,0.7770004979955902,12,Genistein,Irinotecan
DCC0355,DCC0153,0.7671254055873821,12,Genistein,Clofarabine
DCC0355,DCC0122,0.7593202663542437,13,Genistein,Erlotinib
DCC0355,DCC0361,0.7875283041814516,11,Genistein,Vorinostat
DCC0355,DCC0079,0.7618045452629895,12,Genistein,Sorafenib
DCC0355,DCC0295,0.7584121381586905,13,Genistein,Capecitabine
DCC0355,DCC0336,0.7585945536172508,13,Genistein,Sunitinib
DCC0355,DCC0094,0.7595601736300807,13,Genistein,Gemcitabine
DCC0355,DCC0046,0.7665180614757268,12,Genistein,Mitomycin
DCC0355,DCC0332,0.7575773603000904,11,Genistein,Lapatinib
DCC0355,DCC0096,0.7508415417972033,13,Genistein,Epirubicin
DCC0355,DCC0215,0.7988348373204253,11,Genistein,Temozolomide
DCC0355,DCC1417,0.7812662564243336,11,Genistein,Dacarbazine
DCC0355,DCC0162,0.7574094937218724,13,Genistein,Leucovorin
DCC0355,DCC0108,0.7870214173578993,11,Genistein,Altretamine
DCC0355,DCC0288,0.7501337124596331,12,Genistein,Fludarabine
DCC0355,DCC0104,0.7520832722623332,11,Genistein,Raloxifene
DCC0355,DCC0067,0.7510009882463184,13,Genistein,Vinorelbine
DCC0355,DCC0311,0.7735533297638875,11,Genistein,Ifosfamide
DCC0355,DCC1628,0.7682667186549407,11,Genistein,Fotemustine
DCC0355,DCC1639,0.7897607092462557,13,Genistein,Ixabepilone
DCC0355,DCC1535,0.7551864036335458,12,Genistein,Mitoxantrone
DCC0355,DCC1710,0.7584384629486967,12,Genistein,Plerixafor
DCC0355,DCC1688,0.7714980444096085,13,Genistein,Axitinib
DCC0355,DCC1321,0.7614557970732684,12,Genistein,Vinblastine
DCC0120,DCC0153,0.7728385824820825,10,Oxaliplatin,Clofarabine
DCC0120,DCC0108,0.7838317213130044,10,Oxaliplatin,Altretamine
DCC0120,DCC0429,0.7753801594786078,10,Oxaliplatin,Afatinib
DCC0120,DCC0420,0.7634639400678659,11,Oxaliplatin,Tirapazamine
DCC0120,DCC0275,0.7577343094643595,11,Oxaliplatin,Procainamide
DCC0120,DCC0067,0.7694023411651751,11,Oxaliplatin,Vinorelbine
DCC0120,DCC1628,0.7696279613869433,10,Oxaliplatin,Fotemustine
DCC0120,DCC1120,0.7517759237249257,11,Oxaliplatin,Pegfilgrastim
DCC0120,DCC1639,0.7840268565846621,10,Oxaliplatin,Ixabepilone
DCC0120,DCC1129,0.7694285986353634,10,Oxaliplatin,Palifermin
DCC0120,DCC1535,0.7645087472265819,10,Oxaliplatin,Mitoxantrone
DCC0120,DCC1235,0.7993139549812843,10,Oxaliplatin,Chlorambucil
DCC0120,DCC1681,0.7578906261773686,11,Oxaliplatin,Pertuzumab
DCC0120,DCC1688,0.7837247343286623,10,Oxaliplatin,Axitinib
DCC0120,DCC1321,0.7788832967631006,10,Oxaliplatin,Vinblastine
DCC0295,DCC0153,0.8112642078415331,23,Capecitabine,Clofarabine
DCC0295,DCC0361,0.7625143242058637,22,Capecitabine,Vorinostat
DCC0295,DCC0369,0.7715661521470948,23,Capecitabine,Trabectedin
DCC0295,DCC0355,0.7584121381586905,13,Capecitabine,Genistein
DCC0295,DCC0046,0.7925054225122151,24,Capecitabine,Mitomycin
DCC0295,DCC0108,0.7834656171932001,24,Capecitabine,Altretamine
DCC0295,DCC0288,0.7744422709502621,26,Capecitabine,Fludarabine
DCC0295,DCC0429,0.7543341837259144,15,Capecitabine,Afatinib
DCC0295,DCC0420,0.7652795280799687,11,Capecitabine,Tirapazamine
DCC0295,DCC0275,0.7839291974175596,10,Capecitabine,Procainamide
DCC0295,DCC0088,0.7538108482073556,16,Capecitabine,Trifluridine
DCC0295,DCC0067,0.7632914877284734,16,Capecitabine,Vinorelbine
DCC0295,DCC0311,0.7684649247660267,27,Capecitabine,Ifosfamide
DCC0295,DCC1628,0.7587401102956364,14,Capecitabine,Fotemustine
DCC0295,DCC1120,0.7543116843060166,11,Capecitabine,Pegfilgrastim
DCC0295,DCC1657,0.7520029375825881,15,Capecitabine,Vandetanib
DCC0295,DCC1280,0.7508547778856912,15,Capecitabine,Entecavir
DCC0295,DCC1129,0.7704404519298227,10,Capecitabine,Palifermin
DCC0295,DCC1024,0.7512996826766991,10,Capecitabine,Teprotumumab
DCC0295,DCC1234,0.7641484035562389,18,Capecitabine,Bleomycin
DCC0295,DCC1522,0.7842823955613606,23,Capecitabine,Procarbazine
DCC0295,DCC1535,0.7776191013048113,24,Capecitabine,Mitoxantrone
DCC0295,DCC1235,0.7697023145489369,13,Capecitabine,Chlorambucil
DCC0295,DCC1710,0.7767348273959244,14,Capecitabine,Plerixafor
DCC0295,DCC1471,0.7532824870501617,27,Capecitabine,Busulfan
DCC0295,DCC1681,0.7601475769732506,11,Capecitabine,Pertuzumab
DCC0295,DCC1688,0.7939042457092906,15,Capecitabine,Axitinib
DCC0295,DCC1321,0.7726950407491678,15,Capecitabine,Vinblastine
DCC0336,DCC0189,0.7856993814477758,14,Sunitinib,Irinotecan
DCC0336,DCC0153,0.7840604923617945,23,Sunitinib,Clofarabine
DCC0336,DCC0122,0.75125553527314,22,Sunitinib,Erlotinib
DCC0336,DCC0158,0.7653478351625428,21,Sunitinib,Pemetrexed
DCC0336,DCC0361,0.7868662794163623,19,Sunitinib,Vorinostat
DCC0336,DCC0008,0.7648266236268619,10,Sunitinib,Trastuzumab
DCC0336,DCC0126,0.7607903783325822,23,Sunitinib,Vincristine
DCC0336,DCC0148,0.7737144359385502,20,Sunitinib,Imatinib
DCC0336,DCC0079,0.7758598689436134,21,Sunitinib,Sorafenib
DCC0336,DCC0355,0.7585945536172508,13,Sunitinib,Genistein
DCC0336,DCC0416,0.7697535231152708,10,Sunitinib,Potassium
DCC0336,DCC0046,0.7738611020836486,23,Sunitinib,Mitomycin
DCC0336,DCC0271,0.7700117514721002,13,Sunitinib,Topotecan
DCC0336,DCC0332,0.7532853479064529,23,Sunitinib,Lapatinib
DCC0336,DCC0096,0.7720683959557348,23,Sunitinib,Epirubicin
DCC0336,DCC0215,0.7773413149564414,20,Sunitinib,Temozolomide
DCC0336,DCC1417,0.7692082069856357,14,Sunitinib,Dacarbazine
DCC0336,DCC0162,0.7671957469937439,15,Sunitinib,Leucovorin
DCC0336,DCC0108,0.7795605254432889,22,Sunitinib,Altretamine
DCC0336,DCC0288,0.7798025048288066,23,Sunitinib,Fludarabine
DCC0336,DCC0104,0.7543801898936153,20,Sunitinib,Raloxifene
DCC0336,DCC0307,0.7510890430877916,13,Sunitinib,Trimetrexate
DCC0336,DCC0067,0.7669189172674561,15,Sunitinib,Vinorelbine
DCC0336,DCC0311,0.7778946757279561,23,Sunitinib,Ifosfamide
DCC0336,DCC1628,0.7914285094220003,12,Sunitinib,Fotemustine
DCC0336,DCC1120,0.7633336243352516,10,Sunitinib,Pegfilgrastim
DCC0336,DCC1443,0.7543499077281549,20,Sunitinib,Azacitidine
DCC0336,DCC1639,0.8198483701612113,14,Sunitinib,Ixabepilone
DCC0336,DCC1234,0.771484719572917,16,Sunitinib,Bleomycin
DCC0336,DCC1522,0.7585690864411216,23,Sunitinib,Procarbazine
DCC0336,DCC1535,0.7636877401854253,23,Sunitinib,Mitoxantrone
DCC0336,DCC1710,0.7822633111074977,13,Sunitinib,Plerixafor
DCC0336,DCC1471,0.7786919752045222,22,Sunitinib,Busulfan
DCC0336,DCC1245,0.7728093318918106,22,Sunitinib,Floxuridine
DCC0336,DCC1681,0.7714638532784865,10,Sunitinib,Pertuzumab
DCC0336,DCC1688,0.8005903171606905,14,Sunitinib,Axitinib
DCC0336,DCC1321,0.7586774097811873,15,Sunitinib,Vinblastine
DCC0329,DCC0420,0.7658337090267157,11,Docetaxel,Tirapazamine
DCC0329,DCC0275,0.7600211321786858,11,Docetaxel,Procainamide
DCC0329,DCC1639,0.7645780563797957,17,Docetaxel,Ixabepilone
DCC0094,DCC0153,0.7902436789894361,14,Gemcitabine,Clofarabine
DCC0094,DCC0361,0.7852376537713582,14,Gemcitabine,Vorinostat
DCC0094,DCC0369,0.7560306387482376,14,Gemcitabine,Trabectedin
DCC0094,DCC0355,0.7595601736300807,13,Gemcitabine,Genistein
DCC0094,DCC0046,0.7854665231629381,14,Gemcitabine,Mitomycin
DCC0094,DCC0108,0.7697758682381493,15,Gemcitabine,Altretamine
DCC0094,DCC0429,0.7554178218544105,15,Gemcitabine,Afatinib
DCC0094,DCC0420,0.7947014518502276,10,Gemcitabine,Tirapazamine
DCC0094,DCC0275,0.788307050764715,10,Gemcitabine,Procainamide
DCC0094,DCC0088,0.7535921573180179,16,Gemcitabine,Trifluridine
DCC0094,DCC0067,0.7630835528142189,16,Gemcitabine,Vinorelbine
DCC0094,DCC1628,0.7604856469215705,14,Gemcitabine,Fotemustine
DCC0094,DCC1657,0.7523451248599121,15,Gemcitabine,Vandetanib
DCC0094,DCC1639,0.8123830016977572,15,Gemcitabine,Ixabepilone
DCC0094,DCC1522,0.7639671724500531,14,Gemcitabine,Procarbazine
DCC0094,DCC1535,0.7595865484852072,15,Gemcitabine,Mitoxantrone
DCC0094,DCC1235,0.7946095682778886,11,Gemcitabine,Chlorambucil
DCC0094,DCC1710,0.7789657720289668,14,Gemcitabine,Plerixafor
DCC0094,DCC1245,0.7678347230182241,15,Gemcitabine,Floxuridine
DCC0094,DCC1681,0.7911993472319709,10,Gemcitabine,Pertuzumab
DCC0094,DCC1624,0.7501379253779401,14,Gemcitabine,Uracil
DCC0094,DCC1321,0.7733682864252086,15,Gemcitabine,Vinblastine
DCC0416,DCC0189,0.7574417530708193,11,Potassium,Irinotecan
DCC0416,DCC0153,0.7535486016751898,10,Potassium,Clofarabine
DCC0416,DCC0122,0.7663330017526866,10,Potassium,Erlotinib
DCC0416,DCC0361,0.7558450990849364,10,Potassium,Vorinostat
DCC0416,DCC0336,0.7697535231152708,10,Potassium,Sunitinib
DCC0416,DCC0096,0.7621655589359839,10,Potassium,Epirubicin
DCC0416,DCC0215,0.7595179239690691,10,Potassium,Temozolomide
DCC0416,DCC0162,0.7722949569460981,10,Potassium,Leucovorin
DCC0416,DCC0108,0.7592276263452126,10,Potassium,Altretamine
DCC0416,DCC1639,0.7973388307577317,11,Potassium,Ixabepilone
DCC0416,DCC1245,0.7557697310102097,11,Potassium,Floxuridine
DCC0416,DCC1688,0.7737065511216003,11,Potassium,Axitinib
DCC0416,DCC1321,0.7519490235364763,10,Potassium,Vinblastine
DCC0046,DCC0191,0.7879935338734677,25,Mitomycin,Etoposide
DCC0046,DCC0189,0.7800776178379604,14,Mitomycin,Irinotecan
DCC0046,DCC0153,0.8212319970160685,23,Mitomycin,Clofarabine
DCC0046,DCC0256,0.7655067623214052,13,Mitomycin,Cytarabine
DCC0046,DCC0122,0.7620668859139065,22,Mitomycin,Erlotinib
DCC0046,DCC0158,0.7744649893576159,22,Mitomycin,Pemetrexed
DCC0046,DCC0128,0.7787442154843274,24,Mitomycin,Fluorouracil
DCC0046,DCC0361,0.7611522759076461,22,Mitomycin,Vorinostat
DCC0046,DCC0369,0.7916988381477931,22,Mitomycin,Trabectedin
DCC0046,DCC0245,0.8068705450023795,15,Mitomycin,Carboplatin
DCC0046,DCC0123,0.7570727391170893,28,Mitomycin,Cyclophosphamide
DCC0046,DCC0126,0.7975883755734727,23,Mitomycin,Vincristine
DCC0046,DCC0148,0.7656203474075973,22,Mitomycin,Imatinib
DCC0046,DCC0079,0.7788231059954707,23,Mitomycin,Sorafenib
DCC0046,DCC0355,0.7665180614757268,12,Mitomycin,Genistein
DCC0046,DCC0295,0.7925054225122151,24,Mitomycin,Capecitabine
DCC0046,DCC0336,0.7738611020836486,23,Mitomycin,Sunitinib
DCC0046,DCC0094,0.7854665231629381,14,Mitomycin,Gemcitabine
DCC0046,DCC0271,0.7511964363790822,14,Mitomycin,Topotecan
DCC0046,DCC0332,0.778778403220229,23,Mitomycin,Lapatinib
DCC0046,DCC0096,0.7999126001176657,23,Mitomycin,Epirubicin
DCC0046,DCC0215,0.7687991011880474,21,Mitomycin,Temozolomide
DCC0046,DCC1417,0.7679669962148881,14,Mitomycin,Dacarbazine
DCC0046,DCC0162,0.7735820884353134,14,Mitomycin,Leucovorin
DCC0046,DCC0108,0.8005178506224039,23,Mitomycin,Altretamine
DCC0046,DCC0288,0.8120685181236393,23,Mitomycin,Fludarabine
DCC0046,DCC0104,0.7710647097812915,20,Mitomycin,Raloxifene
DCC0046,DCC0307,0.7587596373886555,12,Mitomycin,Trimetrexate
DCC0046,DCC0067,0.7757467705604759,14,Mitomycin,Vinorelbine
DCC0046,DCC0311,0.8158827905224366,23,Mitomycin,Ifosfamide
DCC0046,DCC1628,0.7626000974173918,13,Mitomycin,Fotemustine
DCC0046,DCC1443,0.7509793230626252,22,Mitomycin,Azacitidine
DCC0046,DCC1357,0.7628698373365699,23,Mitomycin,Daunorubicin
DCC0046,DCC1639,0.7935749495772705,15,Mitomycin,Ixabepilone
DCC0046,DCC1234,0.7997796692831003,16,Mitomycin,Bleomycin
DCC0046,DCC1522,0.7954354028771822,23,Mitomycin,Procarbazine
DCC0046,DCC1535,0.7988832926197924,23,Mitomycin,Mitoxantrone
DCC0046,DCC1235,0.760550178767581,13,Mitomycin,Chlorambucil
DCC0046,DCC1710,0.7655518675995816,14,Mitomycin,Plerixafor
DCC0046,DCC1471,0.8026868800876067,23,Mitomycin,Busulfan
DCC0046,DCC1245,0.7774329592561608,24,Mitomycin,Floxuridine
DCC0046,DCC1688,0.7766109371706356,15,Mitomycin,Axitinib
DCC0046,DCC1321,0.7729792936145212,14,Mitomycin,Vinblastine
DCC0271,DCC0189,0.7612694906824352,14,Topotecan,Irinotecan
DCC0271,DCC0153,0.756560071584542,14,Topotecan,Clofarabine
DCC0271,DCC0122,0.7573775072697175,14,Topotecan,Erlotinib
DCC0271,DCC0336,0.7700117514721002,13,Topotecan,Sunitinib
DCC0271,DCC0046,0.7511964363790822,14,Topotecan,Mitomycin
DCC0271,DCC0096,0.7555485850859534,14,Topotecan,Epirubicin
DCC0271,DCC0215,0.7693784267524458,13,Topotecan,Temozolomide
DCC0271,DCC0162,0.7545892032441497,14,Topotecan,Leucovorin
DCC0271,DCC0108,0.7531684564837431,14,Topotecan,Altretamine
DCC0271,DCC0288,0.7611586139801086,13,Topotecan,Fludarabine
DCC0271,DCC0067,0.7584845392455433,14,Topotecan,Vinorelbine
DCC0271,DCC0311,0.7532406253404441,14,Topotecan,Ifosfamide
DCC0271,DCC1639,0.7725473109328971,15,Topotecan,Ixabepilone
DCC0271,DCC1235,0.7623222635200584,11,Topotecan,Chlorambucil
DCC0271,DCC1471,0.7514237992225647,13,Topotecan,Busulfan
DCC0271,DCC1245,0.7645966402753482,13,Topotecan,Floxuridine
DCC0271,DCC1688,0.7828611088832675,13,Topotecan,Axitinib
DCC0271,DCC1321,0.7564052974026022,14,Topotecan,Vinblastine
DCC0332,DCC0153,0.7896678260827679,23,Lapatinib,Clofarabine
DCC0332,DCC0361,0.7574478864780777,20,Lapatinib,Vorinostat
DCC0332,DCC0369,0.7515286437828025,23,Lapatinib,Trabectedin
DCC0332,DCC0355,0.7575773603000904,11,Lapatinib,Genistein
DCC0332,DCC0336,0.7532853479064529,23,Lapatinib,Sunitinib
DCC0332,DCC0046,0.778778403220229,23,Lapatinib,Mitomycin
DCC0332,DCC0096,0.7545039249692445,25,Lapatinib,Epirubicin
DCC0332,DCC0215,0.7589899380979366,20,Lapatinib,Temozolomide
DCC0332,DCC0162,0.7555162720285065,14,Lapatinib,Leucovorin
DCC0332,DCC0108,0.7725607954091085,23,Lapatinib,Altretamine
DCC0332,DCC0288,0.7837131672464571,23,Lapatinib,Fludarabine
DCC0332,DCC0420,0.7653704689914751,10,Lapatinib,Tirapazamine
DCC0332,DCC0275,0.7596886147179411,10,Lapatinib,Procainamide
DCC0332,DCC0311,0.7735885481994021,24,Lapatinib,Ifosfamide
DCC0332,DCC1639,0.7736382730804016,15,Lapatinib,Ixabepilone
DCC0332,DCC1234,0.7702502883357608,16,Lapatinib,Bleomycin
DCC0332,DCC1522,0.7645991034148578,23,Lapatinib,Procarbazine
DCC0332,DCC1535,0.7683095849853139,23,Lapatinib,Mitoxantrone
DCC0332,DCC1471,0.7820788743065168,22,Lapatinib,Busulfan
DCC0332,DCC1245,0.7567532841333391,23,Lapatinib,Floxuridine
DCC0332,DCC1681,0.7671316156809047,10,Lapatinib,Pertuzumab
DCC0332,DCC1688,0.7663632419109095,14,Lapatinib,Axitinib
DCC0332,DCC1321,0.7533734374972803,14,Lapatinib,Vinblastine
DCC0080,DCC0288,0.7632678493401924,20,Zoledronate,Fludarabine
DCC0426,DCC1639,0.7520599258879439,11,2-methoxyestradiol,Ixabepilone
DCC0096,DCC0153,0.8116205771140036,23,Epirubicin,Clofarabine
DCC0096,DCC0158,0.759299206402721,23,Epirubicin,Pemetrexed
DCC0096,DCC0361,0.7673815915638551,21,Epirubicin,Vorinostat
DCC0096,DCC0369,0.7709582873736041,23,Epirubicin,Trabectedin
DCC0096,DCC0126,0.7674959136099475,25,Epirubicin,Vincristine
DCC0096,DCC0355,0.7508415417972033,13,Epirubicin,Genistein
DCC0096,DCC0336,0.7720683959557348,23,Epirubicin,Sunitinib
DCC0096,DCC0416,0.7621655589359839,10,Epirubicin,Potassium
DCC0096,DCC0046,0.7999126001176657,23,Epirubicin,Mitomycin
DCC0096,DCC0271,0.7555485850859534,14,Epirubicin,Topotecan
DCC0096,DCC0215,0.7679742771934328,21,Epirubicin,Temozolomide
DCC0096,DCC1417,0.7545445603633405,15,Epirubicin,Dacarbazine
DCC0096,DCC0162,0.7505899072259172,16,Epirubicin,Leucovorin
DCC0096,DCC0108,0.7939070571020119,23,Epirubicin,Altretamine
DCC0096,DCC0288,0.7957273978638818,24,Epirubicin,Fludarabine
DCC0096,DCC0104,0.765563019535552,20,Epirubicin,Raloxifene
DCC0096,DCC0420,0.7850421734575457,10,Epirubicin,Tirapazamine
DCC0096,DCC0275,0.7791798413763164,10,Epirubicin,Procainamide
DCC0096,DCC0067,0.7714595227804938,15,Epirubicin,Vinorelbine
DCC0096,DCC0311,0.7825044976104601,25,Epirubicin,Ifosfamide
DCC0096,DCC1628,0.7677989603083643,13,Epirubicin,Fotemustine
DCC0096,DCC1657,0.7600158654689658,14,Epirubicin,Vandetanib
DCC0096,DCC1357,0.7618104446445254,22,Epirubicin,Daunorubicin
DCC0096,DCC1639,0.7985488776311429,15,Epirubicin,Ixabepilone
DCC0096,DCC1234,0.7922904201756075,16,Epirubicin,Bleomycin
DCC0096,DCC1522,0.7844337222356649,23,Epirubicin,Procarbazine
DCC0096,DCC1535,0.7886221623335602,23,Epirubicin,Mitoxantrone
DCC0096,DCC1235,0.7672686262968426,13,Epirubicin,Chlorambucil
DCC0096,DCC1710,0.7674740168685137,14,Epirubicin,Plerixafor
DCC0096,DCC1471,0.7942248919401883,23,Epirubicin,Busulfan
DCC0096,DCC1245,0.770116429871477,24,Epirubicin,Floxuridine
DCC0096,DCC1681,0.7863574754412339,10,Epirubicin,Pertuzumab
DCC0096,DCC1688,0.7800888989765543,15,Epirubicin,Axitinib
DCC0096,DCC1624,0.7545171657970019,13,Epirubicin,Uracil
DCC0096,DCC1321,0.7640225289270034,15,Epirubicin,Vinblastine
DCC0215,DCC0189,0.7694012462594315,15,Temozolomide,Irinotecan
DCC0215,DCC0153,0.7751655923322496,22,Temozolomide,Clofarabine
DCC0215,DCC0122,0.7748990252522496,19,Temozolomide,Erlotinib
DCC0215,DCC0158,0.7765174252973119,19,Temozolomide,Pemetrexed
DCC0215,DCC0117,0.7573844794113729,13,Temozolomide,Cisplatin
DCC0215,DCC0126,0.7545291912758023,21,Temozolomide,Vincristine
DCC0215,DCC0148,0.7598149516926691,21,Temozolomide,Imatinib
DCC0215,DCC0079,0.7603409873557221,21,Temozolomide,Sorafenib
DCC0215,DCC0355,0.7988348373204253,11,Temozolomide,Genistein
DCC0215,DCC0336,0.7773413149564414,20,Temozolomide,Sunitinib
DCC0215,DCC0416,0.7595179239690691,10,Temozolomide,Potassium
DCC0215,DCC0046,0.7687991011880474,21,Temozolomide,Mitomycin
DCC0215,DCC0271,0.7693784267524458,13,Temozolomide,Topotecan
DCC0215,DCC0332,0.7589899380979366,20,Temozolomide,Lapatinib
DCC0215,DCC0096,0.7679742771934328,21,Temozolomide,Epirubicin
DCC0215,DCC0162,0.7825624779259908,14,Temozolomide,Leucovorin
DCC0215,DCC0108,0.7982668916917698,19,Temozolomide,Altretamine
DCC0215,DCC0288,0.7792148889106252,21,Temozolomide,Fludarabine
DCC0215,DCC0104,0.7636293593681218,18,Temozolomide,Raloxifene
DCC0215,DCC0307,0.7714466141287574,12,Temozolomide,Trimetrexate
DCC0215,DCC0429,0.7646054082820567,13,Temozolomide,Afatinib
DCC0215,DCC0420,0.7821159249193304,10,Temozolomide,Tirapazamine
DCC0215,DCC0275,0.7753809733013568,10,Temozolomide,Procainamide
DCC0215,DCC0067,0.7944715594567326,13,Temozolomide,Vinorelbine
DCC0215,DCC0311,0.7655846627489805,22,Temozolomide,Ifosfamide
DCC0215,DCC1628,0.78452276404484,13,Temozolomide,Fotemustine
DCC0215,DCC1657,0.7734076850049921,13,Temozolomide,Vandetanib
DCC0215,DCC1443,0.7588100775752522,19,Temozolomide,Azacitidine
DCC0215,DCC1357,0.7519483002538732,19,Temozolomide,Daunorubicin
DCC0215,DCC1639,0.7968479855533317,15,Temozolomide,Ixabepilone
DCC0215,DCC1535,0.7570770065340736,22,Temozolomide,Mitoxantrone
DCC0215,DCC1235,0.7744601899684668,12,Temozolomide,Chlorambucil
DCC0215,DCC1710,0.7900181315533878,13,Temozolomide,Plerixafor
DCC0215,DCC1471,0.7775913611756501,20,Temozolomide,Busulfan
DCC0215,DCC1245,0.7648802734625385,20,Temozolomide,Floxuridine
DCC0215,DCC0620,0.7606470404011192,13,Temozolomide,Canfosfamide
DCC0215,DCC1688,0.7930083684527786,14,Temozolomide,Axitinib
DCC0215,DCC1624,0.8038743067040788,11,Temozolomide,Uracil
