d1,d2,score,count,n1,n2
DCC0415,DCC0189,0.80453022951672,4,Sabarubicin,Irinotecan
DCC0415,DCC0153,0.8679114292398568,3,Sabarubicin,Clofarabine
DCC0415,DCC0122,0.8087734454026456,4,Sabarubicin,Erlotinib
DCC0415,DCC0001,0.8060945363320504,4,Sabarubicin,Cetuximab
DCC0415,DCC0128,0.8245739469175195,4,Sabarubicin,Fluorouracil
DCC0415,DCC0117,0.8271379734246683,4,Sabarubicin,Cisplatin
DCC0415,DCC0361,0.8559258703879817,3,Sabarubicin,Vorinostat
DCC0415,DCC0412,0.8329423694988795,3,Sabarubicin,Lonafarnib
DCC0415,DCC0369,0.8371008295092509,3,Sabarubicin,Trabectedin
DCC0415,DCC0457,0.815947164479418,4,Sabarubicin,Sorivudine
DCC0415,DCC0013,0.8034181932573318,3,Sabarubicin,Vitamin
DCC0415,DCC0330,0.8606835683432889,3,Sabarubicin,Dasatinib
DCC0415,DCC0384,0.8869209621218505,3,Sabarubicin,L744832
DCC0415,DCC0355,0.8883080765076986,3,Sabarubicin,Genistein
DCC0415,DCC0120,0.8115592761697001,4,Sabarubicin,Oxaliplatin
DCC0415,DCC0295,0.8058427600031036,4,Sabarubicin,Capecitabine
DCC0415,DCC0430,0.8359889006524678,3,Sabarubicin,NU6140
DCC0415,DCC0336,0.8858582684642077,3,Sabarubicin,Sunitinib
DCC0415,DCC0380,0.8430505385968199,3,Sabarubicin,U0126
DCC0415,DCC0462,0.8446571440136329,3,Sabarubicin,ABT-737
DCC0415,DCC0329,0.8155090762445225,4,Sabarubicin,Docetaxel
DCC0415,DCC0094,0.807138712196376,4,Sabarubicin,Gemcitabine
DCC0415,DCC0416,0.8934525950292618,3,Sabarubicin,Potassium
DCC0415,DCC0439,0.8934123922642337,3,Sabarubicin,"5-2,4-dihydroxypyrimidine"
DCC0415,DCC0471,0.8357519603576907,3,Sabarubicin,Peloruside
DCC0415,DCC0389,0.8331360998891126,3,Sabarubicin,Discodermolide
DCC0415,DCC0046,0.8936055353528007,3,Sabarubicin,Mitomycin
DCC0415,DCC0006,0.8789366794159023,3,Sabarubicin,Aldesleukin
DCC0415,DCC0461,0.819869224005761,4,Sabarubicin,Lexatumumab
DCC0415,DCC0003,0.8121617040522177,3,Sabarubicin,Peginterferon
DCC0415,DCC0446,0.8339399298281235,3,Sabarubicin,Tubacin
DCC0415,DCC0394,0.8480670464882835,3,Sabarubicin,Aplidine
DCC0415,DCC0271,0.8540914426643114,3,Sabarubicin,Topotecan
DCC0415,DCC0410,0.8033905725642682,3,Sabarubicin,Tipifarnib
DCC0415,DCC0426,0.8711984588144451,3,Sabarubicin,2-methoxyestradiol
DCC0415,DCC0125,0.8354551963485245,3,Sabarubicin,Toremifene
DCC0415,DCC1165,0.8257492505225063,3,Sabarubicin,Interferon
DCC0415,DCC1164,0.8049474174098906,4,Sabarubicin,Octreotide
DCC0415,DCC1205,0.8974798527085012,3,Sabarubicin,Midodrine
DCC0415,DCC0162,0.8897327074322958,3,Sabarubicin,Leucovorin
DCC0415,DCC0364,0.8709009852818564,3,Sabarubicin,Flavopiridol
DCC0415,DCC0401,0.8704337909147544,3,Sabarubicin,Phorbol
DCC0415,DCC0288,0.8357651131898782,3,Sabarubicin,Fludarabine
DCC0415,DCC0469,0.8475711494621213,3,Sabarubicin,Trimidox
DCC0415,DCC0004,0.8180338200481244,3,Sabarubicin,Asparaginase
DCC0415,DCC0104,0.9176232106048238,3,Sabarubicin,Raloxifene
DCC0415,DCC0307,0.9177521524050162,3,Sabarubicin,Trimetrexate
DCC0415,DCC0429,0.8788369943467401,3,Sabarubicin,Afatinib
DCC0415,DCC0420,0.8168486522324976,4,Sabarubicin,Tirapazamine
DCC0415,DCC0275,0.8175275057952165,4,Sabarubicin,Procainamide
DCC0415,DCC0360,0.8180222354011399,4,Sabarubicin,"""2'-Deoxyinosine"""
DCC0415,DCC0067,0.8948121744015233,3,Sabarubicin,Vinorelbine
DCC0415,DCC0414,0.908614287465614,3,Sabarubicin,Mesna
DCC0415,DCC0411,0.9030371726316124,3,Sabarubicin,Lomeguatrib
DCC0415,DCC0787,0.8901614944622332,3,Sabarubicin,Ipilimumab
DCC0415,DCC1628,0.8810510519275314,3,Sabarubicin,Fotemustine
DCC0415,DCC0634,0.8805306106419192,3,Sabarubicin,Enzastaurin
DCC0415,DCC1461,0.8877714701222196,3,Sabarubicin,Isotretinoin
DCC0415,DCC0904,0.8737527882174346,3,Sabarubicin,Neratinib
DCC0415,DCC1120,0.8879003905729892,3,Sabarubicin,Pegfilgrastim
DCC0415,DCC1657,0.9030506279652613,3,Sabarubicin,Vandetanib
DCC0415,DCC1357,0.8019703754806496,3,Sabarubicin,Daunorubicin
DCC0415,DCC0596,0.8907239004939402,3,Sabarubicin,ABT-751
DCC0415,DCC1555,0.9091600973135492,3,Sabarubicin,Panitumumab
DCC0415,DCC0949,0.8314175062469079,3,Sabarubicin,Pixantrone
DCC0415,DCC1020,0.8349998735770603,3,Sabarubicin,Trebananib
DCC0415,DCC0640,0.8458542259412442,3,Sabarubicin,Ibritumomab
DCC0415,DCC1639,0.9054411424312394,3,Sabarubicin,Ixabepilone
DCC0415,DCC1017,0.8463926109966434,3,Sabarubicin,SCH
DCC0415,DCC0777,0.8814154423707118,3,Sabarubicin,Pazopanib
DCC0415,DCC0622,0.866736748839485,3,Sabarubicin,Iniparib
DCC0415,DCC1138,0.8458416959640308,3,Sabarubicin,Gemtuzumab
DCC0415,DCC1129,0.8832019758236158,3,Sabarubicin,Palifermin
DCC0415,DCC1024,0.9252183593128771,3,Sabarubicin,Teprotumumab
DCC0415,DCC1234,0.852941876821027,3,Sabarubicin,Bleomycin
DCC0415,DCC1522,0.8458808158456345,3,Sabarubicin,Procarbazine
DCC0415,DCC0630,0.8474208200988356,3,Sabarubicin,Zosuquidar
DCC0415,DCC1162,0.8414210427354121,3,Sabarubicin,Filgrastim
DCC0415,DCC0945,0.8467145476759925,3,Sabarubicin,Sepantronium
DCC0415,DCC1535,0.8622620395053516,3,Sabarubicin,Mitoxantrone
DCC0415,DCC0789,0.8360523698228932,3,Sabarubicin,Elesclomol
DCC0415,DCC1235,0.8385423535098081,3,Sabarubicin,Chlorambucil
DCC0415,DCC1106,0.8505260482917786,3,Sabarubicin,Ofatumumab
DCC0415,DCC0639,0.8301104465989416,3,Sabarubicin,Atrasentan
DCC0415,DCC1710,0.8714376296512111,3,Sabarubicin,Plerixafor
DCC0415,DCC1736,0.8129910259620309,3,Sabarubicin,Aflibercept
DCC0415,DCC1471,0.8378331701076499,3,Sabarubicin,Busulfan
DCC0415,DCC1245,0.8512041464614445,3,Sabarubicin,Floxuridine
DCC0415,DCC0620,0.8632097378995974,3,Sabarubicin,Canfosfamide
DCC0415,DCC1084,0.8387842207282111,3,Sabarubicin,Obinutuzumab
DCC0415,DCC1681,0.8870536318229032,3,Sabarubicin,Pertuzumab
DCC0415,DCC1688,0.903665668881102,3,Sabarubicin,Axitinib
DCC0415,DCC1624,0.8967931074114913,3,Sabarubicin,Uracil
DCC0415,DCC1321,0.8634848124495714,3,Sabarubicin,Vinblastine
DCC0415,DCC0532,0.8572734929239769,3,Sabarubicin,Trientine
DCC0415,DCC0956,0.8689359002046686,3,Sabarubicin,Obatoclax
DCC0372,DCC0413,0.8114564637858683,2,Artemether,Garenoxacin
DCC0372,DCC0344,0.8374457074296598,2,Artemether,Cefepime
DCC0372,DCC0769,0.8204851346827334,2,Artemether,Piperaquine
DCC0372,DCC0912,0.8260928817754245,2,Artemether,Dihydroartemisinin
DCC0374,DCC0464,0.8067260411338206,2,Lumefantrine,Artesunate
DCC0374,DCC0423,0.8108386854333504,2,Lumefantrine,"1,2,4-trioxolane"
DCC0374,DCC0413,0.8311048925580335,2,Lumefantrine,Garenoxacin
DCC0374,DCC0344,0.8582713877136754,2,Lumefantrine,Cefepime
DCC0374,DCC0769,0.8356161004074553,2,Lumefantrine,Piperaquine
DCC0374,DCC0912,0.8414276294934578,2,Lumefantrine,Dihydroartemisinin
DCC0374,DCC0832,0.8047455159593535,2,Lumefantrine,Bismuth
DCC0374,DCC0547,0.803892384617803,2,Lumefantrine,Avibactam
DCC0374,DCC0927,0.8111037567676835,2,Lumefantrine,Pyronaridine
DCC0016,DCC0457,0.8090119255664256,3,Bortezomib,Sorivudine
DCC0361,DCC0415,0.8559258703879817,3,Vorinostat,Sabarubicin
DCC0361,DCC0457,0.8615265182293029,3,Vorinostat,Sorivudine
DCC0361,DCC0384,0.8413193892606213,3,Vorinostat,L744832
DCC0361,DCC0380,0.805191276526203,3,Vorinostat,U0126
DCC0361,DCC0439,0.8397501816778915,3,Vorinostat,"5-2,4-dihydroxypyrimidine"
DCC0361,DCC0461,0.8564659266638851,3,Vorinostat,Lexatumumab
DCC0361,DCC0394,0.8081610546835826,3,Vorinostat,Aplidine
DCC0361,DCC0401,0.8201833742475181,3,Vorinostat,Phorbol
DCC0361,DCC0640,0.8002881060694556,3,Vorinostat,Ibritumomab
DCC0412,DCC0012,0.8078202206203327,3,Lonafarnib,Bevacizumab
DCC0412,DCC0189,0.8191916706387076,3,Lonafarnib,Irinotecan
DCC0412,DCC0153,0.8010821537211384,3,Lonafarnib,Clofarabine
DCC0412,DCC0122,0.8293759169931795,3,Lonafarnib,Erlotinib
DCC0412,DCC0158,0.80695920641138,3,Lonafarnib,Pemetrexed
DCC0412,DCC0001,0.8217710882220443,3,Lonafarnib,Cetuximab
DCC0412,DCC0415,0.8329423694988795,3,Lonafarnib,Sabarubicin
DCC0412,DCC0457,0.8355669307326071,3,Lonafarnib,Sorivudine
DCC0412,DCC0384,0.8032838040831193,3,Lonafarnib,L744832
DCC0412,DCC0079,0.8026653429370114,3,Lonafarnib,Sorafenib
DCC0412,DCC0355,0.8105169922263961,3,Lonafarnib,Genistein
DCC0412,DCC0120,0.8202495874888157,3,Lonafarnib,Oxaliplatin
DCC0412,DCC0295,0.8127991782609718,3,Lonafarnib,Capecitabine
DCC0412,DCC0336,0.8080664669102425,3,Lonafarnib,Sunitinib
DCC0412,DCC0094,0.8172328364097812,3,Lonafarnib,Gemcitabine
DCC0412,DCC0403,0.8194600526236812,3,Lonafarnib,Tegafur
DCC0412,DCC0416,0.8203425624103832,3,Lonafarnib,Potassium
DCC0412,DCC0439,0.8203943634512451,3,Lonafarnib,"5-2,4-dihydroxypyrimidine"
DCC0412,DCC0046,0.8207612801118795,3,Lonafarnib,Mitomycin
DCC0412,DCC0006,0.8092343737005004,3,Lonafarnib,Aldesleukin
DCC0412,DCC0461,0.8336146031026583,3,Lonafarnib,Lexatumumab
DCC0412,DCC0426,0.8029480863986275,3,Lonafarnib,2-methoxyestradiol
DCC0412,DCC0096,0.8165903108991727,3,Lonafarnib,Epirubicin
DCC0412,DCC0215,0.8097590749774944,3,Lonafarnib,Temozolomide
DCC0412,DCC1164,0.8214119184857519,3,Lonafarnib,Octreotide
DCC0412,DCC1205,0.8182271912695991,3,Lonafarnib,Midodrine
DCC0412,DCC0162,0.8150485202230028,3,Lonafarnib,Leucovorin
DCC0412,DCC0108,0.8218082951060856,3,Lonafarnib,Altretamine
DCC0412,DCC0104,0.8367465791601795,3,Lonafarnib,Raloxifene
DCC0412,DCC0307,0.8368972831865372,3,Lonafarnib,Trimetrexate
DCC0412,DCC0429,0.809276142916746,3,Lonafarnib,Afatinib
DCC0412,DCC0420,0.8308168686814366,3,Lonafarnib,Tirapazamine
DCC0412,DCC0275,0.8312631438750776,3,Lonafarnib,Procainamide
DCC0412,DCC0360,0.8371855630649124,3,Lonafarnib,"""2'-Deoxyinosine"""
DCC0412,DCC0088,0.8190841749737464,3,Lonafarnib,Trifluridine
DCC0412,DCC0067,0.8207498211346479,3,Lonafarnib,Vinorelbine
DCC0412,DCC0311,0.8151058312023808,3,Lonafarnib,Ifosfamide
DCC0412,DCC0414,0.8343253827243476,3,Lonafarnib,Mesna
DCC0412,DCC0411,0.8198937592656815,3,Lonafarnib,Lomeguatrib
DCC0412,DCC0787,0.8058702824179483,3,Lonafarnib,Ipilimumab
DCC0412,DCC0634,0.8082034889527175,3,Lonafarnib,Enzastaurin
DCC0412,DCC1121,0.8003277462871843,3,Lonafarnib,Sargramostim
DCC0412,DCC1461,0.8167388081811523,3,Lonafarnib,Isotretinoin
DCC0412,DCC0904,0.8051676928511767,3,Lonafarnib,Neratinib
DCC0412,DCC1120,0.817215539845635,3,Lonafarnib,Pegfilgrastim
DCC0412,DCC1657,0.8287789775515386,3,Lonafarnib,Vandetanib
DCC0412,DCC0596,0.8148933892641815,3,Lonafarnib,ABT-751
DCC0412,DCC1555,0.8314781510342831,3,Lonafarnib,Panitumumab
DCC0412,DCC1639,0.8278779425555118,3,Lonafarnib,Ixabepilone
DCC0412,DCC0777,0.8106335747851047,3,Lonafarnib,Pazopanib
DCC0412,DCC1129,0.8131491006816319,3,Lonafarnib,Palifermin
DCC0412,DCC1024,0.8450642324558201,3,Lonafarnib,Teprotumumab
DCC0412,DCC1710,0.8035145595088209,3,Lonafarnib,Plerixafor
DCC0412,DCC1681,0.8138069181127566,3,Lonafarnib,Pertuzumab
DCC0412,DCC0853,0.8181375586269942,3,Lonafarnib,Linifanib
DCC0412,DCC1688,0.8280247653317154,3,Lonafarnib,Axitinib
DCC0412,DCC1624,0.8195322566333906,3,Lonafarnib,Uracil
DCC0412,DCC0956,0.8022732621984439,3,Lonafarnib,Obatoclax
DCC0008,DCC0384,0.8425634053538892,3,Trastuzumab,L744832
DCC0008,DCC0380,0.8011205048575881,3,Trastuzumab,U0126
DCC0008,DCC0462,0.8035995078704513,3,Trastuzumab,ABT-737
DCC0008,DCC0394,0.8054600947179198,3,Trastuzumab,Aplidine
DCC0008,DCC0640,0.8057803156772986,3,Trastuzumab,Ibritumomab
DCC0008,DCC0532,0.8177032559451339,3,Trastuzumab,Trientine
DCC0205,DCC0413,0.8100619067286872,2,Sodium,Garenoxacin
DCC0205,DCC0832,0.8019309123577432,2,Sodium,Bismuth
DCC0259,DCC0532,0.8029005997023505,9,Doxorubicin,Trientine
DCC0369,DCC0415,0.8371008295092509,3,Trabectedin,Sabarubicin
DCC0369,DCC0457,0.8387363143536813,3,Trabectedin,Sorivudine
DCC0369,DCC0384,0.8059077733788683,3,Trabectedin,L744832
DCC0369,DCC0439,0.8238239558797927,3,Trabectedin,"5-2,4-dihydroxypyrimidine"
DCC0369,DCC0006,0.8109995407511741,3,Trabectedin,Aldesleukin
DCC0369,DCC0461,0.8378638244614655,3,Trabectedin,Lexatumumab
DCC0369,DCC0532,0.8006860423465781,9,Trabectedin,Trientine
DCC0245,DCC0384,0.8252804591439777,3,Carboplatin,L744832
DCC0126,DCC0457,0.8441234464186772,3,Vincristine,Sorivudine
DCC0126,DCC0384,0.813608970737751,3,Vincristine,L744832
DCC0126,DCC0439,0.8276049085728694,3,Vincristine,"5-2,4-dihydroxypyrimidine"
DCC0126,DCC0401,0.8030972553219221,3,Vincristine,Phorbol
DCC0126,DCC0640,0.8005397549096877,3,Vincristine,Ibritumomab
DCC0126,DCC0532,0.8189867862279621,9,Vincristine,Trientine
DCC0457,DCC0456,0.8395795457846912,3,Sorivudine,Tanespimycin
DCC0457,DCC0012,0.803079965855077,4,Sorivudine,Bevacizumab
DCC0457,DCC0189,0.8048418748330695,4,Sorivudine,Irinotecan
DCC0457,DCC0153,0.8711694359539554,3,Sorivudine,Clofarabine
DCC0457,DCC0122,0.9126294422517756,3,Sorivudine,Erlotinib
DCC0457,DCC0158,0.8872551326083165,3,Sorivudine,Pemetrexed
DCC0457,DCC0001,0.8056178665075169,4,Sorivudine,Cetuximab
DCC0457,DCC0128,0.8239926695019189,4,Sorivudine,Fluorouracil
DCC0457,DCC0117,0.8220843703049556,4,Sorivudine,Cisplatin
DCC0457,DCC0415,0.815947164479418,4,Sorivudine,Sabarubicin
DCC0457,DCC0016,0.8090119255664256,3,Sorivudine,Bortezomib
DCC0457,DCC0361,0.8615265182293029,3,Sorivudine,Vorinostat
DCC0457,DCC0412,0.8355669307326071,3,Sorivudine,Lonafarnib
DCC0457,DCC0369,0.8387363143536813,3,Sorivudine,Trabectedin
DCC0457,DCC0126,0.8441234464186772,3,Sorivudine,Vincristine
DCC0457,DCC0013,0.8027247006040935,3,Sorivudine,Vitamin
DCC0457,DCC0330,0.8634835931601387,3,Sorivudine,Dasatinib
DCC0457,DCC0384,0.8977224554685792,3,Sorivudine,L744832
DCC0457,DCC0355,0.8991015040683323,3,Sorivudine,Genistein
DCC0457,DCC0120,0.8091433339674079,4,Sorivudine,Oxaliplatin
DCC0457,DCC0295,0.8040903839222483,4,Sorivudine,Capecitabine
DCC0457,DCC0430,0.8418503908968358,3,Sorivudine,NU6140
DCC0457,DCC0336,0.8955571203080989,3,Sorivudine,Sunitinib
DCC0457,DCC0380,0.8480739520655146,3,Sorivudine,U0126
DCC0457,DCC0462,0.8450481407482985,3,Sorivudine,ABT-737
DCC0457,DCC0329,0.8109441107073916,4,Sorivudine,Docetaxel
DCC0457,DCC0094,0.8059632213188261,4,Sorivudine,Gemcitabine
DCC0457,DCC0403,0.9005742525211895,3,Sorivudine,Tegafur
DCC0457,DCC0416,0.8997023962454399,3,Sorivudine,Potassium
DCC0457,DCC0439,0.8996292688753087,3,Sorivudine,"5-2,4-dihydroxypyrimidine"
DCC0457,DCC0471,0.8416208951704197,3,Sorivudine,Peloruside
DCC0457,DCC0389,0.8390468175059512,3,Sorivudine,Discodermolide
DCC0457,DCC0046,0.8995926464532711,3,Sorivudine,Mitomycin
DCC0457,DCC0006,0.8833165390643692,3,Sorivudine,Aldesleukin
DCC0457,DCC0461,0.8166275281675386,4,Sorivudine,Lexatumumab
DCC0457,DCC0003,0.8284773283482098,3,Sorivudine,Peginterferon
DCC0457,DCC0446,0.8396075402131924,3,Sorivudine,Tubacin
DCC0457,DCC0394,0.8516936944155479,3,Sorivudine,Aplidine
DCC0457,DCC0271,0.8553028334715008,3,Sorivudine,Topotecan
DCC0457,DCC0332,0.8714405191600821,3,Sorivudine,Lapatinib
DCC0457,DCC0410,0.811347733718872,3,Sorivudine,Tipifarnib
DCC0457,DCC0426,0.8759818262944638,3,Sorivudine,2-methoxyestradiol
DCC0457,DCC0125,0.8414294357323174,3,Sorivudine,Toremifene
DCC0457,DCC0096,0.8956610732551421,3,Sorivudine,Epirubicin
DCC0457,DCC1165,0.8383361600950175,3,Sorivudine,Interferon
DCC0457,DCC0215,0.8974499722675371,3,Sorivudine,Temozolomide
DCC0457,DCC1417,0.8794852059354475,3,Sorivudine,Dacarbazine
DCC0457,DCC1164,0.9116067643867865,3,Sorivudine,Octreotide
DCC0457,DCC1205,0.9096663045212822,3,Sorivudine,Midodrine
DCC0457,DCC0162,0.8971106639392928,3,Sorivudine,Leucovorin
DCC0457,DCC0108,0.9014999075399664,3,Sorivudine,Altretamine
DCC0457,DCC0364,0.8791511315355466,3,Sorivudine,Flavopiridol
DCC0457,DCC0401,0.8786287836155796,3,Sorivudine,Phorbol
DCC0457,DCC0288,0.835817418117133,3,Sorivudine,Fludarabine
DCC0457,DCC0469,0.851349387309876,3,Sorivudine,Trimidox
DCC0457,DCC0004,0.8157900011307854,3,Sorivudine,Asparaginase
DCC0457,DCC0104,0.9268087112240336,3,Sorivudine,Raloxifene
DCC0457,DCC0307,0.9269479134731824,3,Sorivudine,Trimetrexate
DCC0457,DCC0429,0.8854349382457745,3,Sorivudine,Afatinib
DCC0457,DCC0420,0.8137977310436549,4,Sorivudine,Tirapazamine
DCC0457,DCC0275,0.8144707560980726,4,Sorivudine,Procainamide
DCC0457,DCC0360,0.9272146225045732,3,Sorivudine,"""2'-Deoxyinosine"""
DCC0457,DCC0088,0.8962685005074774,3,Sorivudine,Trifluridine
DCC0457,DCC0067,0.9007045800511609,3,Sorivudine,Vinorelbine
DCC0457,DCC0311,0.8879066929724792,3,Sorivudine,Ifosfamide
DCC0457,DCC0414,0.9117875820910544,3,Sorivudine,Mesna
DCC0457,DCC0411,0.9123384056772772,3,Sorivudine,Lomeguatrib
DCC0457,DCC0787,0.9006519210884373,3,Sorivudine,Ipilimumab
DCC0457,DCC1628,0.8920222621851254,3,Sorivudine,Fotemustine
DCC0457,DCC0634,0.8870969816906672,3,Sorivudine,Enzastaurin
DCC0457,DCC1461,0.892056740274187,3,Sorivudine,Isotretinoin
DCC0457,DCC0904,0.8786236582499098,3,Sorivudine,Neratinib
DCC0457,DCC1120,0.8912211321209301,3,Sorivudine,Pegfilgrastim
DCC0457,DCC1657,0.907944506087583,3,Sorivudine,Vandetanib
DCC0457,DCC1357,0.8043521762205481,3,Sorivudine,Daunorubicin
DCC0457,DCC0596,0.8989172416587197,3,Sorivudine,ABT-751
DCC0457,DCC1555,0.9165064499293548,3,Sorivudine,Panitumumab
DCC0457,DCC0949,0.8316371615656984,3,Sorivudine,Pixantrone
DCC0457,DCC1020,0.8411853393641456,3,Sorivudine,Trebananib
DCC0457,DCC0640,0.8466168646318156,3,Sorivudine,Ibritumomab
DCC0457,DCC1639,0.9122659382069056,3,Sorivudine,Ixabepilone
DCC0457,DCC1017,0.8502177560373737,3,Sorivudine,SCH
DCC0457,DCC0777,0.8872617838374864,3,Sorivudine,Pazopanib
DCC0457,DCC0622,0.8732900503062275,3,Sorivudine,Iniparib
DCC0457,DCC1138,0.8493426280630337,3,Sorivudine,Gemtuzumab
DCC0457,DCC1129,0.8860189354005769,3,Sorivudine,Palifermin
DCC0457,DCC1024,0.9325126974745378,3,Sorivudine,Teprotumumab
DCC0457,DCC1234,0.8564234440600789,3,Sorivudine,Bleomycin
DCC0457,DCC1522,0.8485588504979633,3,Sorivudine,Procarbazine
DCC0457,DCC0630,0.8501434932861899,3,Sorivudine,Zosuquidar
DCC0457,DCC1162,0.8428681072825913,3,Sorivudine,Filgrastim
DCC0457,DCC0945,0.8530204848564049,3,Sorivudine,Sepantronium
DCC0457,DCC1535,0.8655864356342221,3,Sorivudine,Mitoxantrone
DCC0457,DCC0789,0.841825567401361,3,Sorivudine,Elesclomol
DCC0457,DCC1235,0.8385982594882813,3,Sorivudine,Chlorambucil
DCC0457,DCC1106,0.8516024812855753,3,Sorivudine,Ofatumumab
DCC0457,DCC0639,0.8319332806272007,3,Sorivudine,Atrasentan
DCC0457,DCC1710,0.8749266789845739,3,Sorivudine,Plerixafor
DCC0457,DCC1736,0.8116759894802902,3,Sorivudine,Aflibercept
DCC0457,DCC1471,0.8393041123676328,3,Sorivudine,Busulfan
DCC0457,DCC1245,0.8524850840049808,3,Sorivudine,Floxuridine
DCC0457,DCC0620,0.8666013393870319,3,Sorivudine,Canfosfamide
DCC0457,DCC1084,0.8396992932465347,3,Sorivudine,Obinutuzumab
DCC0457,DCC1681,0.8929369477612362,3,Sorivudine,Pertuzumab
DCC0457,DCC0853,0.8952054892590312,3,Sorivudine,Linifanib
DCC0457,DCC1688,0.9109130852850424,3,Sorivudine,Axitinib
DCC0457,DCC1624,0.90601623604289,3,Sorivudine,Uracil
DCC0457,DCC1321,0.8677502164596241,3,Sorivudine,Vinblastine
DCC0457,DCC0532,0.8641410797736583,3,Sorivudine,Trientine
DCC0457,DCC0956,0.8698298307933175,3,Sorivudine,Obatoclax
DCC0178,DCC0903,0.897143426905004,2,Delavirdine,Elvitegravir
DCC0013,DCC0415,0.8034181932573318,3,Vitamin,Sabarubicin
DCC0013,DCC0457,0.8027247006040935,3,Vitamin,Sorivudine
DCC0013,DCC0461,0.8041523125212832,3,Vitamin,Lexatumumab
DCC0013,DCC0420,0.8017188842427866,3,Vitamin,Tirapazamine
DCC0013,DCC0275,0.8017727206655262,3,Vitamin,Procainamide
DCC0402,DCC0104,0.8013079570009932,3,PD98059,Raloxifene
DCC0402,DCC0307,0.8014226307145086,3,PD98059,Trimetrexate
DCC0402,DCC0360,0.8012353844678187,3,PD98059,"""2'-Deoxyinosine"""
DCC0402,DCC1024,0.8027405652128013,3,PD98059,Teprotumumab
DCC0330,DCC0415,0.8606835683432889,3,Dasatinib,Sabarubicin
DCC0330,DCC0457,0.8634835931601387,3,Dasatinib,Sorivudine
DCC0330,DCC0384,0.8333437857018208,3,Dasatinib,L744832
DCC0330,DCC0380,0.8017141238542793,3,Dasatinib,U0126
DCC0330,DCC0462,0.8072232661041377,3,Dasatinib,ABT-737
DCC0330,DCC0439,0.8441684386287002,3,Dasatinib,"5-2,4-dihydroxypyrimidine"
DCC0330,DCC0461,0.8614177000008633,3,Dasatinib,Lexatumumab
DCC0330,DCC0394,0.8078609041749072,3,Dasatinib,Aplidine
DCC0330,DCC0401,0.8216259383686237,3,Dasatinib,Phorbol
DCC0330,DCC0469,0.8071971400707868,3,Dasatinib,Trimidox
DCC0330,DCC0411,0.8477951007269232,3,Dasatinib,Lomeguatrib
DCC0330,DCC0640,0.8115872463609367,3,Dasatinib,Ibritumomab
DCC0330,DCC1017,0.8061207310748641,3,Dasatinib,SCH
DCC0148,DCC0380,0.8080864033363229,3,Imatinib,U0126
DCC0148,DCC0439,0.8435726730180125,3,Imatinib,"5-2,4-dihydroxypyrimidine"
DCC0148,DCC0003,0.8043868105390451,3,Imatinib,Peginterferon
DCC0148,DCC0394,0.8103964072666575,3,Imatinib,Aplidine
DCC0148,DCC0401,0.8329336011891907,3,Imatinib,Phorbol
DCC0384,DCC0456,0.8204212807557685,3,L744832,Tanespimycin
DCC0384,DCC0189,0.8730478659150552,3,L744832,Irinotecan
DCC0384,DCC0153,0.8451258811924607,3,L744832,Clofarabine
DCC0384,DCC0122,0.8811380757686749,3,L744832,Erlotinib
DCC0384,DCC0158,0.8581993233349663,3,L744832,Pemetrexed
DCC0384,DCC0001,0.871538338051829,3,L744832,Cetuximab
DCC0384,DCC0415,0.8869209621218505,3,L744832,Sabarubicin
DCC0384,DCC0361,0.8413193892606213,3,L744832,Vorinostat
DCC0384,DCC0412,0.8032838040831193,3,L744832,Lonafarnib
DCC0384,DCC0008,0.8425634053538892,3,L744832,Trastuzumab
DCC0384,DCC0369,0.8059077733788683,3,L744832,Trabectedin
DCC0384,DCC0245,0.8252804591439777,3,L744832,Carboplatin
DCC0384,DCC0126,0.813608970737751,3,L744832,Vincristine
DCC0384,DCC0457,0.8977224554685792,3,L744832,Sorivudine
DCC0384,DCC0330,0.8333437857018208,3,L744832,Dasatinib
DCC0384,DCC0148,0.8600715662590526,3,L744832,Imatinib
DCC0384,DCC0079,0.8608981800933336,3,L744832,Sorafenib
DCC0384,DCC0355,0.8761498056312331,3,L744832,Genistein
DCC0384,DCC0295,0.8629041780960378,3,L744832,Capecitabine
DCC0384,DCC0430,0.8084085012746725,3,L744832,NU6140
DCC0384,DCC0336,0.8712285783262765,3,L744832,Sunitinib
DCC0384,DCC0380,0.8303213203451277,3,L744832,U0126
DCC0384,DCC0462,0.8146290422962563,3,L744832,ABT-737
DCC0384,DCC0094,0.8653055924131033,3,L744832,Gemcitabine
DCC0384,DCC0403,0.8692740962569535,3,L744832,Tegafur
DCC0384,DCC0416,0.8669462163464162,3,L744832,Potassium
DCC0384,DCC0439,0.866846144956256,3,L744832,"5-2,4-dihydroxypyrimidine"
DCC0384,DCC0471,0.8080286572108614,3,L744832,Peloruside
DCC0384,DCC0389,0.8056713128637508,3,L744832,Discodermolide
DCC0384,DCC0046,0.866009234231448,3,L744832,Mitomycin
DCC0384,DCC0006,0.857028981849307,3,L744832,Aldesleukin
DCC0384,DCC0461,0.8872004445103441,3,L744832,Lexatumumab
DCC0384,DCC0003,0.8344219849360489,3,L744832,Peginterferon
DCC0384,DCC0446,0.8058253776151879,3,L744832,Tubacin
DCC0384,DCC0394,0.8325056794246977,3,L744832,Aplidine
DCC0384,DCC0271,0.8230001769567847,3,L744832,Topotecan
